group, file, pca_1, pca_2
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_014-self.foldseek,3.513358814421883,-0.20158051827612167
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_017-self.foldseek,3.4961018979686562,-0.18830686170865948
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_015-self.foldseek,3.528157963580295,-0.19731742639202024
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_016-self.foldseek,3.5200377647632166,-0.19774564366419642
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_013-self.foldseek,3.696003270225536,-0.1521557583862445
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_006_alphafold2_ptm_model_3_seed_013-self.foldseek,3.744918505661837,-0.17824897479657956
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_007_alphafold2_ptm_model_3_seed_014-self.foldseek,3.5518673734544897,-0.19170558781555214
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_008_alphafold2_ptm_model_3_seed_015-self.foldseek,3.5468045373203796,-0.18659367081820677
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_009_alphafold2_ptm_model_3_seed_016-self.foldseek,3.5601237812898128,-0.19567501463558606
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_010_alphafold2_ptm_model_3_seed_017-self.foldseek,3.767637167735202,-0.1646513085968849
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_011_alphafold2_ptm_model_5_seed_016-self.foldseek,3.6488490581082704,-0.14539904704837914
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_012_alphafold2_ptm_model_5_seed_015-self.foldseek,3.6526469640565056,-0.14471727563274198
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_013_alphafold2_ptm_model_2_seed_016-self.foldseek,3.532360342566499,-0.2072501869150471
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_014_alphafold2_ptm_model_2_seed_015-self.foldseek,3.5430636388205294,-0.17975788498982168
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_015_alphafold2_ptm_model_5_seed_013-self.foldseek,3.688533096012158,-0.14330132957538994
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_016_alphafold2_ptm_model_2_seed_013-self.foldseek,3.5388283717653346,-0.18317209922830904
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_017_alphafold2_ptm_model_2_seed_017-self.foldseek,3.659260377627193,-0.1447833763445402
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_018_alphafold2_ptm_model_1_seed_015-self.foldseek,3.7630744421692173,-0.14889257962660002
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_019_alphafold2_ptm_model_2_seed_014-self.foldseek,3.7692345445300033,-0.14430710473099423
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_020_alphafold2_ptm_model_5_seed_014-self.foldseek,3.6914031794670863,-0.14435461923168413
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_021_alphafold2_ptm_model_1_seed_016-self.foldseek,3.71269824733543,-0.1627135939826589
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_022_alphafold2_ptm_model_1_seed_014-self.foldseek,3.8103594896868263,-0.15535741596800187
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_023_alphafold2_ptm_model_1_seed_013-self.foldseek,3.7846147962264567,-0.1596336482097755
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_024_alphafold2_ptm_model_5_seed_017-self.foldseek,3.672598864479458,-0.14552615299358362
0,blind_prediction/test/test_predicted_models_full_rand_13/test_unrelaxed_rank_025_alphafold2_ptm_model_1_seed_017-self.foldseek,3.7394199238494368,-0.15118144938686265
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000-self.foldseek,3.3020287283784704,-0.05849038002270092
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_003-self.foldseek,3.659940812631571,-0.10996895797136942
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000-self.foldseek,3.5289002307377006,-0.13565031897260257
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_004-self.foldseek,3.5075662988122307,-0.16714207184351057
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_004-self.foldseek,3.555431826130826,-0.09183437129679092
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_006_alphafold2_ptm_model_4_seed_003-self.foldseek,3.399145557254689,-0.12925970507820755
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_007_alphafold2_ptm_model_4_seed_001-self.foldseek,3.4220738773635486,-0.1281109801337362
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_008_alphafold2_ptm_model_1_seed_000-self.foldseek,3.529016407655275,-0.06548261305819573
0,blind_prediction/test/test_predicted_models_rand_30_max_16_ext_32/test_unrelaxed_rank_009_alphafold2_ptm_model_2_seed_003-self.foldseek,3.0586793375363115,0.00413774659486195
